0.2|0|0|0|0|0|0|
-0.22|0|0|0|0|0|0|
-0.64|0|0|0|0|0|0|
-0.9|0|0|0|0|0|0|
-0.42|0|0|0|0|0|0|
0.02|0|0|0|0|0|0|
0.5|0|0|0|0|0|0|
0.5|0.34|0|0|0|0|0|
0.5|-0.06|0|0|0|0|0|
0.5|-0.34|0|0|0|0|0|
0.5|-0.74|0|0|0|0|0|
0.5|-1.18|0|0|0|0|0|
0.5|-1.54|0|0|0|0|0|
0.5|-1.88|0|0|0|0|0|
0.5|-1.3|0|0|0|0|0|
0.5|-0.7|0|0|0|0|0|
0.5|-0.7|0|0.34|0|0|0|
0.5|-0.7|0|0.82|0|0|0|
0.5|-0.7|0|1.12|0|0|0|
0.5|-0.7|0|0.62|0|0|0|
0.5|-0.7|0|-0.04|0|0|0|
0.5|-0.7|0|-0.76|0|0|0|
0.5|-0.7|0|-1.4|0|0|0|
0.5|-0.7|0|-1.84|0|0|0|
0.5|-0.7|0|-2.18|0|0|0|
0.5|-0.7|0.48|-2.16|0|0|0|
0.5|-0.7|0.72|-2.16|0|0|0|
0.5|-0.7|0.72|-2.16|0.38|0|0|
0.5|-0.7|0.72|-2.16|0.38|0.22|0|
0.5|-0.7|0.72|-2.16|0.38|0.6|0|
0.5|-0.7|0.72|-2.16|0.38|0.32|0|
0.5|-0.7|0.72|-2.16|0.38|-0.16|0|
0.5|-0.7|0.72|-2.16|0.38|-0.52|0|
0.5|-0.7|0.72|-2.16|0.38|-0.58|0.44|
0.5|-0.7|0.72|-2.16|0.38|-0.58|0.72|
0.5|-0.7|0.72|-2.16|0.38|-0.58|0.4|
0.5|-0.7|0.72|-2.16|0.38|-0.58|-0.02|
0.5|-0.7|0.72|-2.16|0.38|-0.58|-0.4|
0.5|-0.7|0.72|-2.16|0.38|-0.58|-0.76|
